LOEPENR	PARADIGME_ID	BOY_NUMMER	BOY_GRUPPE	BOY_UTTRYKK
4257	655	5	adjektiv	ere
4258	655	6	adjektiv	est
4259	655	7	adjektiv	este
4260	656	1	adjektiv	-
4261	656	2	adjektiv	-
4262	656	3	adjektiv	-
4263	656	4	adjektiv	-
4264	656	5	adjektiv	dre
4265	656	6	adjektiv	st
4266	656	7	adjektiv	ste
4267	657	1	adjektiv	-
4268	657	2	adjektiv	-
4269	657	3	adjektiv	-
4270	657	4	adjektiv	-
4271	657	5	adjektiv	dre
4272	657	6	adjektiv	nerst
4273	657	7	adjektiv	nerste
4274	664	1	adjektiv	tus
4275	664	2	adjektiv	ti
4276	664	3	adjektiv	-
4277	664	4	adjektiv	-
4278	664	5	adjektiv	-
4279	664	6	adjektiv	-
4280	664	7	adjektiv	-
4281	665	1	adjektiv, ulik m/f	liten
4282	665	2	adjektiv, ulik m/f	lita
4283	665	3	adjektiv, ulik m/f	lite
4284	665	4	adjektiv, ulik m/f	lille
4285	665	5	adjektiv, ulik m/f	små
4286	665	6	adjektiv, ulik m/f	mindre
4287	665	7	adjektiv, ulik m/f	minst
4288	665	8	adjektiv, ulik m/f	minste
4289	665A	1	adjektiv, ulik m/f	liten
4290	665A	2	adjektiv, ulik m/f	liten
4291	665A	3	adjektiv, ulik m/f	lite
4292	665A	4	adjektiv, ulik m/f	lille
4293	665A	5	adjektiv, ulik m/f	små
4294	665A	6	adjektiv, ulik m/f	mindre
4295	665A	7	adjektiv, ulik m/f	minst
4296	665A	8	adjektiv, ulik m/f	minste
4297	666	1	adjektiv, ulik m/f	liten
4298	666	2	adjektiv, ulik m/f	lita
4299	666	3	adjektiv, ulik m/f	smått
4300	666	4	adjektiv, ulik m/f	lille
4301	666	5	adjektiv, ulik m/f	små
4302	666	6	adjektiv, ulik m/f	mindre
4303	666	7	adjektiv, ulik m/f	minst
4304	666	8	adjektiv, ulik m/f	minste
4305	666A	1	adjektiv, ulik m/f	liten
4306	666A	2	adjektiv, ulik m/f	liten
4307	666A	3	adjektiv, ulik m/f	smått
4308	666A	4	adjektiv, ulik m/f	lille
4309	666A	5	adjektiv, ulik m/f	små
4310	666A	6	adjektiv, ulik m/f	mindre
4311	666A	7	adjektiv, ulik m/f	minst
4312	666A	8	adjektiv, ulik m/f	minste
4313	667	1	adjektiv, ulik m/f	liten
4314	667	2	adjektiv, ulik m/f	lita
4315	667	3	adjektiv, ulik m/f	lite
4316	667	4	adjektiv, ulik m/f	lille
4317	667	5	adjektiv, ulik m/f	små
4318	667	6	adjektiv, ulik m/f	-
4319	667	7	adjektiv, ulik m/f	-
4320	667	8	adjektiv, ulik m/f	-
4321	667A	1	adjektiv, ulik m/f	liten
4322	667A	2	adjektiv, ulik m/f	liten
4323	667A	3	adjektiv, ulik m/f	lite
4324	667A	4	adjektiv, ulik m/f	lille
4325	667A	5	adjektiv, ulik m/f	små
4326	667A	6	adjektiv, ulik m/f	-
4327	667A	7	adjektiv, ulik m/f	-
4328	667A	8	adjektiv, ulik m/f	-
4329	668	1	adjektiv, ulik m/f	liten
4330	668	2	adjektiv, ulik m/f	lita
4331	668	3	adjektiv, ulik m/f	smått
4332	668	4	adjektiv, ulik m/f	lille
4333	668	5	adjektiv, ulik m/f	små
4334	668	6	adjektiv, ulik m/f	-
4335	668	7	adjektiv, ulik m/f	-
4336	668	8	adjektiv, ulik m/f	-
4337	668A	1	adjektiv, ulik m/f	liten
4338	668A	2	adjektiv, ulik m/f	liten
4339	668A	3	adjektiv, ulik m/f	smått
4340	668A	4	adjektiv, ulik m/f	lille
4341	668A	5	adjektiv, ulik m/f	små
4342	668A	6	adjektiv, ulik m/f	-
4343	668A	7	adjektiv, ulik m/f	-
4344	668A	8	adjektiv, ulik m/f	-
4345	669	1	adjektiv, ulik m/f	liten
4346	669	2	adjektiv, ulik m/f	lita
4347	669	3	adjektiv, ulik m/f	lite
4348	669	4	adjektiv, ulik m/f	vesle
4349	669	5	adjektiv, ulik m/f	små
4350	669	6	adjektiv, ulik m/f	mindre
4351	669	7	adjektiv, ulik m/f	minst
4352	669	8	adjektiv, ulik m/f	minste
4353	669A	1	adjektiv, ulik m/f	liten
4354	669A	2	adjektiv, ulik m/f	lita
4355	669A	3	adjektiv, ulik m/f	smått
4356	669A	4	adjektiv, ulik m/f	vesle
4357	669A	5	adjektiv, ulik m/f	små
4358	669A	6	adjektiv, ulik m/f	mindre
4359	669A	7	adjektiv, ulik m/f	minst
4360	669A	8	adjektiv, ulik m/f	minste
4361	670	1	adjektiv, ulik m/f	liten
4362	670	2	adjektiv, ulik m/f	liten
4363	670	3	adjektiv, ulik m/f	lite
4364	670	4	adjektiv, ulik m/f	vesle
4365	670	5	adjektiv, ulik m/f	små
4366	670	6	adjektiv, ulik m/f	mindre
4367	670	7	adjektiv, ulik m/f	minst
4368	670	8	adjektiv, ulik m/f	minste
4369	670A	1	adjektiv, ulik m/f	liten
4370	670A	2	adjektiv, ulik m/f	liten
4371	670A	3	adjektiv, ulik m/f	smått
4372	670A	4	adjektiv, ulik m/f	vesle
4373	670A	5	adjektiv, ulik m/f	små
4374	670A	6	adjektiv, ulik m/f	mindre
4375	670A	7	adjektiv, ulik m/f	minst
4376	670A	8	adjektiv, ulik m/f	minste
4377	671	1	adjektiv, ulik m/f	liten
4378	671	2	adjektiv, ulik m/f	lita
4379	671	3	adjektiv, ulik m/f	lite
4380	671	4	adjektiv, ulik m/f	vesle
4381	671	5	adjektiv, ulik m/f	små
4382	671	6	adjektiv, ulik m/f	-
4383	671	7	adjektiv, ulik m/f	-
4384	671	8	adjektiv, ulik m/f	-
4385	671A	1	adjektiv, ulik m/f	liten
4386	671A	2	adjektiv, ulik m/f	lita
4387	671A	3	adjektiv, ulik m/f	smått
4388	671A	4	adjektiv, ulik m/f	vesle
4389	671A	5	adjektiv, ulik m/f	små
4390	671A	6	adjektiv, ulik m/f	-
4391	671A	7	adjektiv, ulik m/f	-
4392	671A	8	adjektiv, ulik m/f	-
4393	672	1	adjektiv, ulik m/f	liten
4394	672	2	adjektiv, ulik m/f	liten
4395	672	3	adjektiv, ulik m/f	lite
4396	672	4	adjektiv, ulik m/f	vesle
4397	672	5	adjektiv, ulik m/f	små
4398	672	6	adjektiv, ulik m/f	-
4399	672	7	adjektiv, ulik m/f	-
4400	672	8	adjektiv, ulik m/f	-
4401	672A	1	adjektiv, ulik m/f	liten
4402	672A	2	adjektiv, ulik m/f	liten
4403	672A	3	adjektiv, ulik m/f	smått
4404	672A	4	adjektiv, ulik m/f	vesle
4405	672A	5	adjektiv, ulik m/f	små
4406	672A	6	adjektiv, ulik m/f	-
4407	672A	7	adjektiv, ulik m/f	-
4408	672A	8	adjektiv, ulik m/f	-
4409	674	1	adjektiv, adverbtype	lenge
4410	674	2	adjektiv, adverbtype	lengre
4411	674	3	adjektiv, adverbtype	lengst
4412	675	1	adjektiv, adverbtype	
4413	675	2	adjektiv, adverbtype	ere
4414	675	3	adjektiv, adverbtype	est
4415	676	1	adjektiv, adverbtype	lenge
4416	676	2	adjektiv, adverbtype	lenger
4417	676	3	adjektiv, adverbtype	lengst
4418	677	1	adjektiv, adverbtype	
4419	677	2	adjektiv, adverbtype	re
4420	677	3	adjektiv, adverbtype	st
4421	678	1	adjektiv, adverbtype	gjerne
4422	678	2	adjektiv, adverbtype	heller
4423	678	3	adjektiv, adverbtype	helst
4424	679	1	adjektiv, adverbtype	titt
4425	679	2	adjektiv, adverbtype	tiere
4426	679	3	adjektiv, adverbtype	tiest
4427	686	1	adjektiv, adverbtype	
4428	686	2	adjektiv, adverbtype	mere
4429	686	3	adjektiv, adverbtype	mest
4430	689	1	adjektiv, adverbtype	langt
4431	689	2	adjektiv, adverbtype	lenger
4432	689	3	adjektiv, adverbtype	lengst
4433	690	1	adjektiv, adverbtype	
4434	690	2	adjektiv, adverbtype	ere
4435	690	3	adjektiv, adverbtype	st
4436	691	1	preposisjon	
4437	692	1	konjunksjon	
4438	693	1	subjunksjon	
4439	694	1	interjeksjon	
4440	695	1	adverb	
4441	696	1	subjunksjon	
4442	697	1	konjunksjon	
4443	698	1	subjunksjon	
4444	699	1	konjunksjon	
4445	700	1	substantiv	
4446	700	2	substantiv	en
4447	700	3	substantiv	er
4448	700	4	substantiv	ene
4449	701	1	substantiv	%
4450	701	2	substantiv	%-en
4451	701	3	substantiv	%-er
4452	701	4	substantiv	%-ene
4453	702	1	substantiv	
4454	702	2	substantiv	n
4455	702	3	substantiv	r
4456	702	4	substantiv	ne
4457	703	1	substantiv	é
4458	703	2	substantiv	een
4459	703	3	substantiv	eer
4460	703	4	substantiv	eene
4461	704	1	substantiv	
4462	704	2	substantiv	en
4463	704	3	substantiv	
4464	704	4	substantiv	a
4465	705	1	substantiv	os
4466	705	2	substantiv	osen
4467	705	3	substantiv	er
4468	705	4	substantiv	ene
4469	706	1	substantiv	os
4470	706	2	substantiv	osen
4471	706	3	substantiv	oer
4472	706	4	substantiv	oene
4473	707	1	substantiv	é%
4474	707	2	substantiv	e%en
4475	707	3	substantiv	e%er
4476	707	4	substantiv	e%ene
4477	709	1	substantiv	
4478	709	2	substantiv	en
4479	709	3	substantiv	e
4480	709	4	substantiv	ene
4481	711	1	substantiv	
4482	711	2	substantiv	en
4483	711	3	substantiv	er
4484	711	4	substantiv	ne
4485	712	1	substantiv	
4486	712	2	substantiv	en
4487	712	3	substantiv	e
4488	712	4	substantiv	ne
4489	713	1	substantiv	
4490	713	2	substantiv	en
4491	713	3	substantiv	
4492	713	4	substantiv	ne
4493	714	1	substantiv	%a
4494	714	2	substantiv	%aen
4495	714	3	substantiv	%e
4496	714	4	substantiv	%ene
4497	715	1	substantiv	
4498	715	2	substantiv	en
4499	715	3	substantiv	
4500	715	4	substantiv	ene
4501	716	1	substantiv	
4502	716	2	substantiv	n
4503	716	3	substantiv	
4504	716	4	substantiv	ne
4505	717	1	substantiv	er
4506	717	2	substantiv	eren
4507	717	3	substantiv	rer
4508	717	4	substantiv	rene
4509	718	1	substantiv	
4510	718	2	substantiv	-en
4511	718	3	substantiv	
4512	718	4	substantiv	-ene
4513	719	1	substantiv	%a
4514	719	2	substantiv	%aen
4515	719	3	substantiv	%er
4516	719	4	substantiv	%ene
4517	720	1	substantiv	e%
4518	720	2	substantiv	e%en
4519	720	3	substantiv	%er
4520	720	4	substantiv	%ene
4521	721	1	substantiv	++e%
4522	721	2	substantiv	++e%en
4523	721	3	substantiv	+%er
4524	721	4	substantiv	+%ene
4525	722	1	substantiv	e%
4526	722	2	substantiv	e%en
4527	722	3	substantiv	e%
4528	722	4	substantiv	%ene
4529	723	1	substantiv	e%
4530	723	2	substantiv	e%en
4531	723	3	substantiv	%e
4532	723	4	substantiv	%a
4533	724	1	substantiv	e%
4534	724	2	substantiv	e%en
4535	724	3	substantiv	%e
4536	724	4	substantiv	%ene
4537	725	1	substantiv	+
4538	725	2	substantiv	++en
4539	725	3	substantiv	++er
4540	725	4	substantiv	++ene
4541	726	1	substantiv	mmar
4542	726	2	substantiv	mmaren
4543	726	3	substantiv	mrer
4544	726	4	substantiv	mrene
4545	727	1	substantiv	un
4546	727	2	substantiv	unen
4547	727	3	substantiv	ner
4548	727	4	substantiv	nene
4549	728	1	substantiv	un
4550	728	2	substantiv	nen
4551	728	3	substantiv	ner
4552	728	4	substantiv	nene
4553	729	1	substantiv	a+
4554	729	2	substantiv	a+en
4555	729	3	substantiv	+er
4556	729	4	substantiv	+ene
4557	730	1	substantiv	us
4558	730	2	substantiv	en
4559	730	3	substantiv	er
4560	730	4	substantiv	ene
4561	731	1	substantiv	is
4562	731	2	substantiv	en
4563	731	3	substantiv	er
4564	731	4	substantiv	ene
4565	732	1	substantiv	is
4566	732	2	substantiv	isen
4567	732	3	substantiv	ider
4568	732	4	substantiv	idene
4569	733	1	substantiv	um
4570	733	2	substantiv	umen
4571	733	3	substantiv	er
4572	733	4	substantiv	ene
4573	734	1	substantiv	a
4574	734	2	substantiv	aen
4575	734	3	substantiv	er
4576	734	4	substantiv	ene
4577	735	1	substantiv	us
4578	735	2	substantiv	usen
4579	735	3	substantiv	ier
4580	735	4	substantiv	iene
4581	736	1	substantiv	um
4582	736	2	substantiv	en
4583	736	3	substantiv	er
4584	736	4	substantiv	ene
4585	737	1	substantiv	um
4586	737	2	substantiv	umen
4587	737	3	substantiv	a
4588	737	4	substantiv	aene
4589	738	1	substantiv	is
4590	738	2	substantiv	isen
4591	738	3	substantiv	ier
4592	738	4	substantiv	iene
4593	739	1	substantiv	is
4594	739	2	substantiv	isen
4595	739	3	substantiv	er
4596	739	4	substantiv	ene
4597	740	1	substantiv	
4598	740	2	substantiv	en
4599	740	3	substantiv	m
4600	740	4	substantiv	mene
4601	741	1	substantiv	
4602	741	2	substantiv	en
4603	741	3	substantiv	er
4604	741	4	substantiv	a
4605	742	1	substantiv	++e%
4606	742	2	substantiv	++e%en
4607	742	3	substantiv	+%e
4608	742	4	substantiv	+%ene
4609	747	1	substantiv	enfant terrible
4610	747	2	substantiv	-
4611	747	3	substantiv	enfants terribles
4612	747	4	substantiv	-
4613	748	1	substantiv	
4614	748	2	substantiv	n
4615	748	3	substantiv	s
4616	748	4	substantiv	ne
4617	749	1	substantiv	-
4618	749	2	substantiv	-
4619	749	3	substantiv	ere
4620	749	4	substantiv	erne
4621	750	1	substantiv	monsieur
4622	750	2	substantiv	monsieuren
4623	750	3	substantiv	messieurs
4624	750	4	substantiv	messieursene
4625	751	1	substantiv	o
4626	751	2	substantiv	oen
4627	751	3	substantiv	i
4628	751	4	substantiv	iene
4629	752	1	substantiv	charg% d'affaires
4630	752	2	substantiv	charg% d'affairesen
4631	752	3	substantiv	charg%s d'affaires
4632	752	4	substantiv	charg%s d'affairesene
4633	753	1	substantiv	us
4634	753	2	substantiv	usen
4635	753	3	substantiv	er
4636	753	4	substantiv	ene
4637	754	1	substantiv	
4638	754	2	substantiv	en
4639	754	3	substantiv	r
4640	754	4	substantiv	rne
4641	755	1	substantiv	o
4642	755	2	substantiv	oen
4643	755	3	substantiv	er
4644	755	4	substantiv	ene
4645	756	1	substantiv	us
4646	756	2	substantiv	usen
4647	756	3	substantiv	i
4648	756	4	substantiv	iene
4649	757	1	substantiv	us
4650	757	2	substantiv	usen
4651	757	3	substantiv	era
4652	757	4	substantiv	eraene
4653	759	1	substantiv	ks
4654	759	2	substantiv	ksen
4655	759	3	substantiv	ger
4656	759	4	substantiv	gene
4657	760	1	substantiv	bonde
4658	760	2	substantiv	bonden
4659	760	3	substantiv	bønder
4660	760	4	substantiv	bøndene
4661	761	1	substantiv	bror
4662	761	2	substantiv	broren
4663	761	3	substantiv	brødre
4664	761	4	substantiv	brødrene
4665	762	1	substantiv	far
4666	762	2	substantiv	faren
4667	762	3	substantiv	fedre
4668	762	4	substantiv	fedrene
4669	763	1	substantiv	o+
4670	763	2	substantiv	o+en
4671	763	3	substantiv	ø++er
4672	763	4	substantiv	ø++ene
4673	764	1	substantiv	mann
4674	764	2	substantiv	mannen
4675	764	3	substantiv	menn
4676	764	4	substantiv	mennene
4677	765	1	substantiv	stad
4678	765	2	substantiv	staden
4679	765	3	substantiv	steder
4680	765	4	substantiv	stedene
4681	766	1	substantiv	a+%
4682	766	2	substantiv	a+%en
4683	766	3	substantiv	e+%er
4684	766	4	substantiv	e+%ene
4685	767	1	substantiv	å%
4686	767	2	substantiv	å%en
4687	767	3	substantiv	æ%er
4688	767	4	substantiv	æ%ene
4689	768	1	substantiv	fader
4690	768	2	substantiv	faderen
4691	768	3	substantiv	fedre
4692	768	4	substantiv	fedrene
4693	769	1	substantiv	o+
4694	769	2	substantiv	o+en
4695	769	3	substantiv	ø+er
4696	769	4	substantiv	ø+ene
4697	76A	1	substantiv	voss
4698	76A	2	substantiv	vossen
4699	76A	3	substantiv	vesser
4700	76A	4	substantiv	vessene
4701	76B	1	substantiv	broder
4702	76B	2	substantiv	broderen
4703	76B	3	substantiv	brødre
4704	76B	4	substantiv	brødrene
4705	76C	1	substantiv	moder
4706	76C	2	substantiv	moderen
4707	76C	3	substantiv	mødre
4708	76C	4	substantiv	mødrene
4709	76D	1	substantiv	moder
4710	76D	2	substantiv	moderen
4711	76D	3	substantiv	mødrer
4712	76D	4	substantiv	mødrene
4713	76E	1	substantiv	mor
4714	76E	2	substantiv	moren
4715	76E	3	substantiv	mødre
4716	76E	4	substantiv	mødrene
4717	76F	1	substantiv	mor
4718	76F	2	substantiv	moren
4719	76F	3	substantiv	mødrer
4720	76F	4	substantiv	mødrene
4721	76G	1	substantiv	%tter
4722	76G	2	substantiv	%tteren
4723	76G	3	substantiv	øtre
4724	76G	4	substantiv	øtrene
4725	76H	1	substantiv	%tter
4726	76H	2	substantiv	%tteren
4727	76H	3	substantiv	øtrer
4728	76H	4	substantiv	øtrene
4729	76I	1	substantiv	å
4730	76I	2	substantiv	åen
4731	76I	3	substantiv	ær
4732	76I	4	substantiv	ærne
4733	76J	1	substantiv	o+%
4734	76J	2	substantiv	o+%en
4735	76J	3	substantiv	e+%er
4736	76J	4	substantiv	e+%ene
4737	76K	1	substantiv	a++
4738	76K	2	substantiv	a++en
4739	76K	3	substantiv	e++er
4740	76K	4	substantiv	e++ene
4741	76L	1	substantiv	o
4742	76L	2	substantiv	oen
4743	76L	3	substantiv	ør
4744	76L	4	substantiv	ørne
4745	76M	1	substantiv	å%
4746	76M	2	substantiv	å%en
4747	76M	3	substantiv	jæ%er
4748	76M	4	substantiv	jæ%ene
4749	76N	1	substantiv	å%
4750	76N	2	substantiv	å%en
4751	76N	3	substantiv	je%%
4752	76N	4	substantiv	je%%ene
4753	76O	1	substantiv	ku
4754	76O	2	substantiv	kuen
4755	76O	3	substantiv	kyr
4756	76O	4	substantiv	kyrne
4757	76P	1	substantiv	å+%
4758	76P	2	substantiv	å+%en
4759	76P	3	substantiv	e+%er
4760	76P	4	substantiv	e+%ene
4761	770	1	substantiv	
4762	770	2	substantiv	en
4763	770	3	substantiv	s
4764	770	4	substantiv	ene
4765	771	1	substantiv	å++
4766	771	2	substantiv	å++en
4767	771	3	substantiv	æ++er
4768	771	4	substantiv	æ++ene
4769	772	1	substantiv	
4770	772	2	substantiv	n
4771	772	3	substantiv	s
4772	772	4	substantiv	sene
4773	773	1	substantiv	
4774	773	2	substantiv	n
4775	773	3	substantiv	s
4776	773	4	substantiv	ne
4777	774	1	substantiv	
4778	774	2	substantiv	-
4779	774	3	substantiv	s
4780	774	4	substantiv	-
4781	775	1	substantiv	ty
4782	775	2	substantiv	tyen
4783	775	3	substantiv	ties
4784	775	4	substantiv	tyene
4785	776	1	substantiv	man
4786	776	2	substantiv	-
4787	776	3	substantiv	men
4788	776	4	substantiv	-
4789	777	1	substantiv	-
4790	777	2	substantiv	-
4791	777	3	substantiv	
4792	777	4	substantiv	ene
4793	778	1	substantiv	
4794	778	2	substantiv	en
4795	778	3	substantiv	es
4796	778	4	substantiv	ene
4797	779	1	substantiv	ny
4798	779	2	substantiv	nyen
4799	779	3	substantiv	ce
4800	779	4	substantiv	cene
4801	780	1	substantiv	-
4802	780	2	substantiv	-
4803	780	3	substantiv	er
4804	780	4	substantiv	ene
4805	781	1	substantiv	-
4806	781	2	substantiv	-
4807	781	3	substantiv	a
4808	781	4	substantiv	ene
4809	782	1	substantiv	-
4810	782	2	substantiv	-
4811	782	3	substantiv	
4812	782	4	substantiv	ne
4813	783	1	substantiv	a
4814	783	2	substantiv	aen
4815	783	3	substantiv	er
4816	783	4	substantiv	ene
4817	784	1	substantiv	+%en
4818	784	2	substantiv	+%ne
4819	784	3	substantiv	+%ne
4820	784	4	substantiv	+%ne
4821	785	1	substantiv	-
4822	785	2	substantiv	-
4823	785	3	substantiv	
4824	785	4	substantiv	ene
4825	786	1	substantiv	o
4826	786	2	substantiv	-
4827	786	3	substantiv	i
4828	786	4	substantiv	-
4829	787	1	substantiv	-
4830	787	2	substantiv	-
4831	787	3	substantiv	er
4832	787	4	substantiv	ene
4833	788	1	substantiv	
4834	788	2	substantiv	en
4835	788	3	substantiv	i
4836	788	4	substantiv	ene
4837	789	1	substantiv	ars
4838	789	2	substantiv	-
4839	789	3	substantiv	artes
4840	789	4	substantiv	-
4841	790	1	substantiv, ubøy	
4842	791	1	substantiv	-
4843	791	2	substantiv	
4844	791	3	substantiv	-
4845	791	4	substantiv	-
4846	795	1	substantiv, ubøy	
4847	800	1	substantiv	
4848	800	2	substantiv	et
4849	800	3	substantiv	
4850	800	4	substantiv	a
4851	801	1	substantiv	
4852	801	2	substantiv	et
4853	801	3	substantiv	er
4854	801	4	substantiv	a
4855	802	1	substantiv	e
4856	802	2	substantiv	et
4857	802	3	substantiv	er
4858	802	4	substantiv	a
4859	803	1	substantiv	%
4860	803	2	substantiv	%-et
4861	803	3	substantiv	%
4862	803	4	substantiv	%-a
4863	804	1	substantiv	e
4864	804	2	substantiv	et
4865	804	3	substantiv	e
4866	804	4	substantiv	a
4867	805	1	substantiv	%
4868	805	2	substantiv	%-et
4869	805	3	substantiv	%-er
4870	805	4	substantiv	%-ene
4871	806	1	substantiv	%
4872	806	2	substantiv	%-et
4873	806	3	substantiv	%-er
4874	806	4	substantiv	%-a
4875	807	1	substantiv	e%
4876	807	2	substantiv	e%et
4877	807	3	substantiv	e%
4878	807	4	substantiv	e%ne
4879	808	1	substantiv	en
4880	808	2	substantiv	enet
4881	808	3	substantiv	en
4882	808	4	substantiv	nene
4883	809	1	substantiv	e
4884	809	2	substantiv	et
4885	809	3	substantiv	ne
4886	809	4	substantiv	nene
4887	810	1	substantiv	
4888	810	2	substantiv	et
4889	810	3	substantiv	
4890	810	4	substantiv	ene
4891	811	1	substantiv	
4892	811	2	substantiv	et
4893	811	3	substantiv	er
4894	811	4	substantiv	ene
4895	812	1	substantiv	e
4896	812	2	substantiv	et
4897	812	3	substantiv	er
4898	812	4	substantiv	ene
4899	813	1	substantiv	%
4900	813	2	substantiv	%-et
4901	813	3	substantiv	%
4902	813	4	substantiv	%-ene
4903	814	1	substantiv	e
4904	814	2	substantiv	et
4905	814	3	substantiv	e
4906	814	4	substantiv	ene
4907	815	1	substantiv	e%
4908	815	2	substantiv	e%et
4909	815	3	substantiv	e%
4910	815	4	substantiv	%a
4911	816	1	substantiv	e%
4912	816	2	substantiv	e%et
4913	816	3	substantiv	e%
4914	816	4	substantiv	%ene
4915	817	1	substantiv	e%
4916	817	2	substantiv	e%et
4917	817	3	substantiv	%er
4918	817	4	substantiv	%a
4919	818	1	substantiv	e%
4920	818	2	substantiv	e%et
4921	818	3	substantiv	%er
4922	818	4	substantiv	%ene
4923	819	1	substantiv	e%
4924	819	2	substantiv	%et
4925	819	3	substantiv	e%
4926	819	4	substantiv	%a
4927	820	1	substantiv	e%
4928	820	2	substantiv	%et
4929	820	3	substantiv	e%
4930	820	4	substantiv	%ene
4931	821	1	substantiv	e%
4932	821	2	substantiv	%et
4933	821	3	substantiv	%er
4934	821	4	substantiv	%a
4935	822	1	substantiv	e%
4936	822	2	substantiv	%et
4937	822	3	substantiv	%er
4938	822	4	substantiv	%ene
4939	823	1	substantiv	e%
4940	823	2	substantiv	e%et
4941	823	3	substantiv	e%e
4942	823	4	substantiv	e%a
4943	824	1	substantiv	e%
4944	824	2	substantiv	%et
4945	824	3	substantiv	%e
4946	824	4	substantiv	%a
4947	825	1	substantiv	e%
4948	825	2	substantiv	%et
4949	825	3	substantiv	%e
4950	825	4	substantiv	%ene
4951	826	1	substantiv	e%
4952	826	2	substantiv	e%et
4953	826	3	substantiv	%e
4954	826	4	substantiv	%a
4955	827	1	substantiv	e%
4956	827	2	substantiv	e%et
4957	827	3	substantiv	%e
4958	827	4	substantiv	%ene
4959	828	1	substantiv	e%
4960	828	2	substantiv	e%et
4961	828	3	substantiv	e%e
4962	828	4	substantiv	e%ne
4963	829	1	substantiv	on
4964	829	2	substantiv	onet
4965	829	3	substantiv	er
4966	829	4	substantiv	ene
4967	830	1	substantiv	m
4968	830	2	substantiv	mmet
4969	830	3	substantiv	m
4970	830	4	substantiv	mma
4971	831	1	substantiv	m
4972	831	2	substantiv	mmet
4973	831	3	substantiv	m
4974	831	4	substantiv	mmene
4975	832	1	substantiv	m
4976	832	2	substantiv	mmet
4977	832	3	substantiv	mmer
4978	832	4	substantiv	mma
4979	833	1	substantiv	m
4980	833	2	substantiv	mmet
4981	833	3	substantiv	mmer
4982	833	4	substantiv	mmene
4983	834A	1	substantiv	+
4984	834A	2	substantiv	++et
4985	834A	3	substantiv	++er
4986	834A	4	substantiv	++a
4987	834B	1	substantiv	+
4988	834B	2	substantiv	++et
4989	834B	3	substantiv	++er
4990	834B	4	substantiv	++ene
4991	835	1	substantiv	++e%
4992	835	2	substantiv	++e%et
4993	835	3	substantiv	++e%
4994	835	4	substantiv	+%a
4995	836	1	substantiv	++e%
4996	836	2	substantiv	++e%et
4997	836	3	substantiv	++e%
4998	836	4	substantiv	+%ene
4999	837	1	substantiv	++e%
5000	837	2	substantiv	+%et
5001	837	3	substantiv	+%er
5002	837	4	substantiv	+%a
5003	838	1	substantiv	++e%
5004	838	2	substantiv	+%et
5005	838	3	substantiv	+%er
5006	838	4	substantiv	+%ene
5007	839	1	substantiv	++e%
5008	839	2	substantiv	+%et
5009	839	3	substantiv	+%e
5010	839	4	substantiv	+%a
5011	840	1	substantiv	++e%
5012	840	2	substantiv	+%et
5013	840	3	substantiv	+%e
5014	840	4	substantiv	+%ene
5015	841	1	substantiv	++e%
5016	841	2	substantiv	++e%et
5017	841	3	substantiv	+%e
5018	841	4	substantiv	+%a
5019	842	1	substantiv	++e%
5020	842	2	substantiv	++e%et
5021	842	3	substantiv	+%e
5022	842	4	substantiv	+%ene
5023	843	1	substantiv	++e%
5024	843	2	substantiv	++e%et
5025	843	3	substantiv	+%er
5026	843	4	substantiv	+%a
5027	844	1	substantiv	++e%
5028	844	2	substantiv	++e%et
5029	844	3	substantiv	+%er
5030	844	4	substantiv	+%ene
5031	845	1	substantiv	
5032	845	2	substantiv	et
5033	845	3	substantiv	e
5034	845	4	substantiv	ne
5035	846	1	substantiv	++e%
5036	846	2	substantiv	+%et
5037	846	3	substantiv	++e%
5038	846	4	substantiv	+%a
5039	847	1	substantiv	++e%
5040	847	2	substantiv	+%et
5041	847	3	substantiv	++e%
5042	847	4	substantiv	+%ene
5043	848	1	substantiv	-
5044	848	2	substantiv	-
5045	848	3	substantiv	er
5046	848	4	substantiv	ene
5047	849	1	substantiv	-
5048	849	2	substantiv	-
5049	849	3	substantiv	er
5050	849	4	substantiv	a
5051	850	1	substantiv	um
5052	850	2	substantiv	umet
5053	850	3	substantiv	a
5054	850	4	substantiv	aene
5055	851	1	substantiv	um
5056	851	2	substantiv	et
5057	851	3	substantiv	er
5058	851	4	substantiv	a
5059	852	1	substantiv	um
5060	852	2	substantiv	et
5061	852	3	substantiv	er
5062	852	4	substantiv	ene
5063	853	1	substantiv	um
5064	853	2	substantiv	umet
5065	853	3	substantiv	e
5066	853	4	substantiv	a
5067	854	1	substantiv	um
5068	854	2	substantiv	umet
5069	854	3	substantiv	e
5070	854	4	substantiv	ene
5071	855	1	substantiv	um
5072	855	2	substantiv	et
5073	855	3	substantiv	e
5074	855	4	substantiv	a
5075	856	1	substantiv	um
5076	856	2	substantiv	et
5077	856	3	substantiv	e
5078	856	4	substantiv	ene
5079	857	1	substantiv	um
5080	857	2	substantiv	umet
5081	857	3	substantiv	er
5082	857	4	substantiv	a
5083	858	1	substantiv	um
5084	858	2	substantiv	umet
5085	858	3	substantiv	er
5086	858	4	substantiv	ene
5087	859	1	substantiv	um
5088	859	2	substantiv	et
5089	859	3	substantiv	a
5090	859	4	substantiv	aene
5091	860	1	substantiv	
5092	860	2	substantiv	et
5093	860	3	substantiv	
